< a a a a a a a a a a a a a a a a a a a a d >
[ Age    Foreign    Job    Status    History    Housing    Employ_Time    Depends    Balance    Aim    Amount    Duration    Savings    Rate    Guarantee    Residence_Time    Properties    Debits    Accounts    Phone    Granted ]
   49   Yes   Unskilled          Male_Single      Critical     Own    7more        1   200More    TV            3656    30   None        4   None           4   Finance   Stores   2   No    Yes
   37   Yes   Unskilled          Male_Single      Critical     Own    7more        1   0to200     TV            1154    9    100Less     2   None           4   House     None     3   No    Yes
   45   Yes   Unskilled          Male_Single      Paied        Own    1to4         1   Negative   New_Car       4006    28   100Less     3   None           2   Mobile    None     1   No    No
   30   Yes   Skilled            Male_Single      Paied        Free   7more        1   0to200     Furniture     3069    24   100to500    4   None           4   None      None     1   No    Yes
   30   Yes   Skilled            Male_Married     Critical     Rent   7more        1   None       TV            1740    6    100Less     2   None           2   House     None     2   No    Yes
   47   Yes   Skilled            Male_Divorced    Delays       Own    1to4         1   0to200     New_Car       2353    21   100Less     1   None           4   Finance   None     2   No    Yes
   29   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       New_Car       3556    15   None        3   None           2   None      None     1   No    Yes
   35   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            2397    24   500to1000   3   None           2   Mobile    Bank     2   Yes   No
   22   Yes   Unskilled          Male_Married     Paied        Own    1Less        1   0to200     Repairs       454     6    100Less     3   None           1   Finance   None     1   No    Yes
   26   Yes   Skilled            Female_Married   Paied        Own    1to4         1   0to200     TV            1715    30   None        4   None           1   Mobile    None     1   No    Yes
   23   Yes   Unskilled          Male_Single      Critical     Own    1to4         1   0to200     TV            2520    27   500to1000   4   None           2   Finance   None     2   No    No
   54   Yes   Highly_Qualified   Female_Married   Paied        Rent   7more        1   None       TV            3568    15   100Less     4   None           2   Mobile    Bank     1   Yes   Yes
   29   Yes   Skilled            Male_Married     Paied        Rent   4to7         1   None       TV            7166    42   None        2   None           4   Finance   None     1   Yes   Yes
   40   Yes   Unskilled          Male_Single      Critical     Own    1to4         2   Negative   New_Car       3939    11   100Less     1   None           2   House     None     2   No    Yes
   22   Yes   Skilled            Male_Single      Paied        Own    1to4         1   0to200     Repairs       1514    15   100to500    4   Guarantor      2   House     None     1   No    Yes
   43   Yes   Unskilled          Male_Single      Paied        Own    1to4         2   None       New_Car       7393    24   100Less     1   None           4   Finance   None     1   No    Yes
   29   Yes   Unemployed         Female_Married   All_Paied    Rent   Unemployed   1   Negative   New_Car       1193    24   100Less     1   Co_Applicant   4   None      None     2   No    No
   36   Yes   Skilled            Male_Single      Paied        Rent   7more        1   Negative   Business      7297    60   100Less     4   Co_Applicant   4   None      None     1   No    No
   33   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       TV            2831    30   100Less     4   None           2   Mobile    None     1   Yes   Yes
   57   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   200More    TV            1258    24   500to1000   3   None           3   Mobile    None     1   No    Yes
   64   Yes   Skilled            Female_Married   Paied        Own    1to4         1   0to200     TV            753     6    100Less     2   Guarantor      3   House     None     1   No    Yes
   42   Yes   Skilled            Male_Single      Delays       Own    7more        1   0to200     Business      2427    18   None        4   None           2   Finance   None     2   No    Yes
   47   Yes   Unskilled          Male_Single      Delays       Own    7more        2   None       New_Car       2538    24   100Less     4   None           4   Mobile    None     2   No    No
   25   Yes   Skilled            Male_Married     All_Paied    Rent   1to4         1   0to200     New_Car       1264    15   100to500    2   None           2   Finance   None     1   No    No
   49   Yes   Skilled            Male_Single      Critical     Own    4to7         1   0to200     Furniture     8386    30   100Less     2   None           2   Finance   None     1   No    No
   33   Yes   Highly_Qualified   Male_Single      Paied        Rent   Unemployed   1   None       Business      4844    48   100Less     3   None           2   Mobile    Bank     1   Yes   No
   28   Yes   Highly_Qualified   Female_Married   Paied        Own    1to4         1   200More    New_Car       2923    21   100to500    1   None           1   Mobile    Bank     1   Yes   Yes
   26   Yes   Skilled            Male_Single      Paied        Own    1to4         2   Negative   Used_Car      8229    36   100Less     2   None           2   Finance   None     1   No    No
   30   Yes   Unskilled          Male_Single      Critical     Own    4to7         1   None       Furniture     2028    24   100Less     2   None           2   Finance   None     2   No    Yes
   25   Yes   Skilled            Female_Married   Critical     Rent   1to4         1   Negative   Furniture     1433    15   100Less     4   None           3   Finance   None     2   No    Yes
   33   Yes   Skilled            Male_Divorced    No_Credits   Own    1Less        1   200More    Business      6289    42   100Less     2   None           1   Finance   None     2   No    Yes
   64   Yes   Skilled            Female_Married   Paied        Own    Unemployed   1   None       TV            1409    13   100to500    2   None           4   House     None     1   No    Yes
